KiK-net,EHMH07,河辺,KAWABE,33.5022,132.7480,290,200,愛媛県,KiK-net11A,
KiK-net,EHMH08,柳谷,YANADANI,33.5388,133.0016,455,100,愛媛県,KiK-net11C,
KiK-net,EHMH09,伊方,IKATA,33.4719,132.3072,5,150,愛媛県,KiK-net11C,
KiK-net,EHMH10,宮窪,MIYAKUBO,34.1918,133.0581,5,100,愛媛県,KiK-net11C,
KiK-net,EHMH11,大洲,OHZU,33.5807,132.6011,210,100,愛媛県,KiK-net11B,
KiK-net,EHMH12,宇和,UWA,33.4270,132.5055,250,150,愛媛県,KiK-net11B,
KiK-net,EHMH13,三崎,MISAKI,33.3719,132.1157,10,222,愛媛県,KiK-net18,
K-NET,FKI001,三国,MIKUNI,36.2193,136.1565,3,-,福井県,K-NET11A,
K-NET,FKI002,越廼,KOSHINO,36.0391,136.0135,17,-,福井県,K-NET11A,
K-NET,FKI003,福井,FUKUI,36.0740,136.2687,12,-,福井県,K-NET11A,
K-NET,FKI004,大野,OHNO,35.9793,136.4867,176,-,福井県,K-NET11A,
K-NET,FKI005,武生,TAKEFU,35.9068,136.1748,31,-,福井県,K-NET11A,
K-NET,FKI006,今庄,IMAJO,35.7731,136.2001,127,-,福井県,K-NET11A,
K-NET,FKI007,敦賀,TSURUGA,35.6448,136.0575,4,-,福井県,K-NET11A,
K-NET,FKI008,三方,MIKATA,35.5483,135.9091,13,-,福井県,K-NET11A,
K-NET,FKI009,小浜,OBAMA,35.4956,135.7509,2,-,福井県,K-NET11A,
K-NET,FKI010,高浜,TAKAHAMA,35.4904,135.5518,2,-,福井県,K-NET11A,
K-NET,FKI011,和泉,IZUMI,35.9097,136.6682,436,-,福井県,K-NET11A,
KiK-net,FKIH01,永平寺,EIHEIJI,36.0955,136.3617,65,100,福井県,KiK-net18,
KiK-net,FKIH02,織田,OTA,35.9483,136.0556,120,100,福井県,KiK-net11C,
KiK-net,FKIH03,和泉,IZUMI,35.9415,136.6990,510,200,福井県,KiK-net18,
KiK-net,FKIH04,三方,MIKATA,35.5587,135.8694,3,200,福井県,KiK-net18,
KiK-net,FKIH05,敦賀,TSURUGA,35.6390,136.0303,10,122,福井県,KiK-net18,
KiK-net,FKIH06,高浜,TAKAHAMA,35.4907,135.4841,160,100,福井県,KiK-net18,
KiK-net,FKIH07,小浜,OBAMA,35.4573,135.7266,43,105,福井県,KiK-net18,
K-NET,FKO001,玄海,GENKAI,33.8425,130.5087,6,-,福岡県,K-NET18,
K-NET,FKO002,中間,NAKAMA,33.8253,130.7058,3,-,福岡県,K-NET18,
K-NET,FKO003,北九州,KITAKYUSHU,33.8324,130.9013,14,-,福岡県,K-NET18,
K-NET,FKO004,行橋,YUKUHASHI,33.7366,131.0121,3,-,福岡県,K-NET18,
